country_region,sub_region_1,date,Adrenal crisis,Ageusia,Allergic conjunctivitis,Amenorrhea,Angular cheilitis,Anosmia,Asphyxia,Atheroma,Auditory hallucination,Balance disorder,Beau's lines,Bleeding on probing,Burning Chest Pain,Burning mouth syndrome,Cataplexy,Chorea,Cleft lip and cleft palate,Clouding of consciousness,Crackles,Crepitus,Croup,Cyanosis,Depersonalization,Developmental disability,Dysautonomia,Dysgeusia,Dyspareunia,Dystonia,Dysuria,Epiphora,Esophagitis,Eye pain,Facial swelling,Fibrocystic breast changes,Focal seizure,Gastroparesis,Gingival recession,Globus pharyngis,Goitre,Grandiosity,Granuloma,Hemolysis,Hemoptysis,Hepatic encephalopathy,Hepatotoxicity,Hydrocephalus,Hypercalcaemia,Hypercapnia,Hyperemesis gravidarum,Hypersomnia,Hyperventilation,Hypocalcaemia,Hypochondriasis,Hypomania,Kyphosis,Laryngitis,Leukorrhea,Malabsorption,Male infertility,Mitral insufficiency,Muscle atrophy,Myoclonus,Nasal polyp,Neck mass,Neutropenia,Night terror,Nocturnal enuresis,Nystagmus,Onychorrhexis,Osteophyte,Papule,Pericarditis,Petechia,Photodermatitis,Photophobia,Polydipsia,Polyuria,Ptosis,Pulmonary edema,Rectal pain,Rectal prolapse,Rheum,Round ligament pain,Rumination,Sensitivity to sound,Shallow breathing,Spasticity,Splenomegaly,Sputum,Stomach rumble,Stridor,Subdural hematoma,Tachypnea,Tenderness,Thyroid nodule,Trichoptilosis,Upper respiratory tract infection,Urethritis,Urinary urgency,Ventricular fibrillation,hospitalized_new
United States,Montana,2020-05-25,0.059759916,0.025119237,0.192373364,0.376717866,0.547858942,0.006384814,0.163415978,0.345663265,0,0.47454844,0.574753805,,0.204195804,,0.244505495,0.222621185,0.031814611,0.407441016,0.162457912,0.417124902,,0.292084727,0.715959004,,0.327838828,0.190356919,0.319199058,,,0.185393258,0.405312768,,0.42364532,0.164383562,0.276237624,0.371266003,0.300705467,0.25,,,,0.182736455,0.145106092,0.386562804,0.209016393,0.181273063,0,0.155295647,0.368852459,0.308880309,0.609421001,,0.0155,0.396976929,,0.028880866,,,0.728354978,0.204729309,0.251618871,0.412735849,0.255319149,0.25415677,0.164545455,0.193997856,0.010477299,0.17653277,0.390145396,,0.400712378,0.383826192,0.934782609,0.948611788,0.640042599,0.214421252,0.112548512,0.042067308,0.273352999,0.481095176,0,0.291445874,,0.458379578,0.111001965,0.224757953,0.198338525,,,0.133900106,0.004581901,0.436823105,0.336886994,0.413068845,,0.280612245,,,0.057833859,0.449895616,2
United States,Montana,2020-06-01,0.180584551,,0.37962436,0.270008084,0.080604534,0.010181191,1,0,0.290070367,0.254515599,0.292748433,,0.391608392,,0.173076923,0.463644524,0.104870385,0.63430127,0.18013468,0.476826394,,0.363433668,0.269399707,,0.142246642,0,0.716136631,,,0.376404494,0.658954584,,0.344827586,0.476961395,0.356435644,0.238975818,0.369488536,0.10875,,,,0.196051423,0.012320329,0.445959104,0.308060109,0.144833948,0.25762104,0.157244964,0.013114754,0.11969112,0.431795878,,0,0.258552108,,0.150593089,,,0.63961039,0.131922838,0.290471785,0.300707547,0.281221092,0.326999208,0.063636364,0.232583065,0.423748545,0.656448203,0.344103393,,0.847729297,0.225105613,0.79673913,0.768874817,0.329073482,0.305502846,0.115135834,0.109375,0.351032448,0.372881356,0.465384615,0.152914459,,0,0.381139489,,0.307372793,,,0.394261424,0.132875143,0.267663744,0.082089552,0.257876313,,0.268950437,,,0.132492114,0.244258873,2
United States,Montana,2020-06-08,0.235908142,0.171065183,0.585088219,0.481810833,0.301007557,0.160483175,0.081763085,0.555484694,0.543393276,0.458949097,0.282005372,,0.26993007,,0.105082418,0.190305206,0.251767478,0.510889292,,0.58444619,,0.294314381,0.633967789,,0.203296703,0.257357545,0.585394582,,,0.656179775,0.531276778,,0.477832512,0.803237858,0.135643564,0.451635846,0.304232804,0.24875,,,,0.350321396,0.216974675,0.47127556,0.359289617,0.288284133,0.555289898,0.375568551,0.198360656,0.324324324,0.310107949,,0.1555,0.298329356,,0.047962867,,,0.317099567,0.43434972,0.359851989,0.300707547,0.17853839,0.307996833,0.210909091,0.406216506,0.627473807,0.406976744,0.264135703,,0.704363313,0,1,0.435703848,0.634717785,,0.582147477,0.288461538,0.27826942,0.4863103,0.333653846,0.690386071,,0.649278579,0.576620825,,0.191069574,,,0.223166844,0.111683849,0.242392986,0.625799574,0.606767795,,0.260204082,,,0.434279706,0.373695198,8
United States,Montana,2020-06-15,0.181889353,0.100794913,0.474672738,0.627324171,0.319899244,0.09456428,0.069972452,0.296556122,0.175918686,0.177339901,0.599820949,,0.202797203,,0.175824176,0.287701975,0.273369992,0.469147005,0.12962963,0.685781618,,0.395763657,0.585651537,,0.114163614,0.283656857,0.898704358,,,0.659550562,0.588688946,,0.594417077,0.762141968,0.584158416,0.588904694,0.407407407,0.12875,,,,,0.158795346,0.498539435,0.183743169,0.273523985,0.409444112,0.200129955,0,0.495173745,0.386653582,,0.3635,0.391408115,,0.061887571,,,0.455627706,0.91163659,0.480111008,0.363207547,0.735430157,0.667458432,0,1,0.562281723,0.042283298,0.408723748,,0.464826358,0.566083283,0.816304348,0.194349732,0.559105431,0.001897533,0.717981889,0.682692308,0.404129794,0.620599739,0.05,0.391370174,,0.391786903,0.3978389,,0,,,0.304994687,0.026918671,0.42496132,0.271855011,0.379229872,,0.344752187,,,0.227129338,0.46868476,12
United States,Montana,2020-06-22,0.305584551,0.172019078,1,0.283751011,0.429471033,0.090250216,0.058953168,0.137117347,0.537138389,0.299671593,0.476275739,,0.725874126,,0.141483516,0.119389587,0.229379419,0.558983666,0.077441077,0.558523174,,0.338907469,0.183016105,,0.235653236,0.463368817,0.442873969,,,0.758426966,0.876606684,,0.738095238,0.466998755,0.275247525,0.428876245,0.25308642,0.31625,,,,0.11707989,0.244353183,0.29211295,0.431010929,0.284594096,0.699940227,0.41065627,0.818032787,0.3503861,0.497546614,,0.338,0.361972951,,0.023207839,,,0.266233766,0.593030492,0.145235893,0.422169811,0.38852914,0.429928741,0.079090909,0.59807074,0.576251455,0.72832981,0.166397415,,0.264470169,0.354858177,0.245652174,1,0.985090522,0.853889943,0.653298836,,0.170108161,,0.446153846,0.419379258,,0.238623751,0.666994106,0.214384509,0.906542056,,,0,0.27720504,0.373388345,0.111940299,0.2042007,,0.072157434,,,0.161934805,0.376826722,8
United States,Montana,2020-06-29,0.098382046,0.306200318,0.327262379,0.125303153,0.206549118,0.115271786,0,0.15497449,0.244722439,0.247947455,0.350940018,,0.163636364,,0.013736264,0.236086176,0.233699921,0.644283122,0.148989899,0.512961508,,0.314381271,0.260614934,,0.161172161,0.313087038,0,,,0.266292135,0.725792631,,0.282430213,0.205479452,0.357425743,0.689900427,0.048500882,0.575,,,,0.134067952,0.141683778,0.245374878,0.273907104,0.143450185,0.292887029,0.481481481,0.273770492,0.573359073,0.552502453,,0.14,0.067621321,,0.144920062,,,0.213203463,0.232109521,0.057354302,0.466981132,0.320999075,0.358669834,0.157272727,0.445873526,0.740395809,0.235729387,0.588852989,,0.247551202,0.311406156,0.456521739,0.51412567,0.18743344,0.521821632,0.679172057,0.478365385,0.081612586,0.457627119,0.578846154,0.336109008,,1,0.703339882,0.10857538,0.377985462,,,0.211477152,0.242268041,0.399690562,0.276119403,0.345390898,,0.165451895,,,1,0.365344468,15
United States,Montana,2020-07-06,0.28105428,0.358028617,0.258964143,0.184316896,0.716624685,0.20949094,0.044738292,0.279336735,0.316653636,0.386699507,0.257833483,,0.394405594,,0.209478022,0.275583483,0.186567164,0.713248639,0.184343434,0.178318932,,0.142697882,0.830161054,,0.288766789,0.354414527,0.445229682,,,0.361797753,0.873179092,,1,0.300124533,0.163366337,0.418207681,0.525573192,0.3175,,,,0.112488522,0,0.404089581,0.051229508,0.252306273,0.535564854,0.572449643,0.203278689,0.742277992,0.947988224,,0.467,0.488464598,,0.145951521,,,0.54978355,0.217797138,0.309898242,0.29009434,0.35892692,0.477434679,0.126363636,0.018220793,0.005820722,0.258985201,0.3546042,,0.382012467,0.567893784,0.920652174,0.759132976,0.674121406,0.039848197,0.676584735,0.561298077,0.374631268,0.359843546,0.434615385,0.348978047,,0.00554939,0.572691552,0.089903181,0.143302181,,,0.123273114,0.301260023,0.378545642,0.068230277,0.371061844,,0.183673469,,,0.58254469,0.447807933,16
United States,Montana,2020-07-13,0.182411273,0.487758347,0.27831531,0.280517381,0.241813602,0.300603969,0.094986226,0.254464286,0.136043784,0.42364532,0.24529991,,0.493706294,,0.116758242,0.209156194,0.242340927,0.39292196,0.172558923,0.20581304,,0.517279822,0.065885798,,0.065934066,0.579211021,0.457008245,,,0.197752809,0.353041988,,0.738095238,0.478206725,0.112871287,0.304409673,0.256613757,0.405,,,,0.028466483,0.090349076,0.013631938,0.322404372,0.26798893,0.439928273,0.67251462,0.496721311,0.134169884,0.506378803,,0.411,0.303102625,,0.251160392,,,0.573593074,0.238954574,0.117483811,0.060141509,0.368177613,0.465558195,0.123636364,0.391211147,0.36903376,0.498942918,0.508077544,,0.594835263,0.464091732,0.864130435,0.816122747,0.362087327,0.130929791,0.188874515,0.442307692,0.39626352,0.546284224,1,0.302043906,,0.084350721,0,0.381051176,0.342679128,,,0.289054198,0.140893471,0.202166065,0.220682303,0.410735123,,0.287900875,,,0.58044164,0.244258873,37
United States,Montana,2020-07-20,0.244258873,0.521780604,0.260102447,0.471301536,0.460957179,0.26488352,0.082534435,0.327806122,0.215011728,0.390804598,0.587287377,,0.211188811,,0.178571429,0,0.126080126,0.496370236,0.073232323,0.4564022,,0.078037904,0.676427526,,0.224053724,0.485911083,0.863368669,,,0.405617978,0.211653813,,0.267651888,0.288916563,0.430693069,0.447368421,1,0.24625,,,,0.157943067,0.234086242,0.489776047,0.450819672,0.220940959,0.386132696,0.433398311,0.845901639,0.406370656,0.631010795,,0.1905,0.887828162,,,,,1,0.046670815,0.156336725,0.149764151,0.451433858,1,0.240909091,0.475884244,0.392316647,0.584566596,0.190630048,,0.385574354,0.365117683,0.926086957,0.826595226,0.264110756,0.941176471,0.478654592,0.405048077,0.58013766,0.346805737,0.672115385,0.369417108,,0.425083241,0.004911591,0.242047026,0.611630322,,,,0.038946163,0.261990717,0.471215352,0.432905484,,0,,,0.229232387,0.324634656,34
United States,Montana,2020-07-27,0,0.392686804,0.086511098,0.370250606,0.304785894,0.192752373,0.048705234,0.140306122,0.156372166,0.645320197,0.344673232,,0.191608392,,0.250686813,0.161579892,0.086802828,0.603448276,0.062289562,0.463472113,,0.169453735,0.707174231,,0.288766789,0.369442705,0.517078916,,,0.361797753,0.562125107,,0.592775041,0.797011208,0.354455446,0.366998578,0.184303351,0.40875,,,,0.084940312,0.033538672,0.533592989,0.588797814,0.152214022,0.362223551,0.501624431,0.362295082,0.299227799,0.318940137,,0.1705,0.902147971,,0.115007736,,,0.628787879,0,0.186864015,0.275943396,0.571692877,0.362628662,0.170909091,0.445873526,0.146682189,0.310782241,0.305331179,,0.705253785,0.509354255,0.25,0.694349732,0.133120341,0.407969639,0.347994825,0.313701923,0.243854474,0.769230769,0.632692308,0.046934141,,0.300776915,0.311394892,0.173582296,0.520249221,,,0.097768332,0.231958763,0.328519856,0.119402985,0.259043174,,0.077988338,,,0.175604627,0.13256785,34
United States,Montana,2020-08-03,0.144311065,0.299205087,0.051223677,0.347615198,0.347607053,0.148231234,0.028319559,0.276785714,0.541047694,0.640394089,0.157564906,,0.324475524,,0.298076923,0.051615799,0,0.49092559,0,0.356637863,,0.045707915,0.878477306,,0.168498168,0.42705072,0.711425206,,,0.46741573,0.734361611,,0.479474548,0.716064757,0.374257426,0.440967283,0.372134039,0.76625,,,,0.022956841,0.130732375,0.083739046,0.667349727,0.17297048,0.417214585,0.248213125,0.693442623,0.388996139,0.149165849,,0.2835,0.676213206,,0.120165034,,,0.873376623,0.35096453,0.093432007,0.628537736,0.234042553,0.569279493,0.188181818,0.544480171,0.227008149,0.458773784,0.47819063,,0.668744435,0.33977067,0.809782609,0.43619094,0.759318424,0.335863378,0.562742561,0.455528846,0.217305801,0.402868318,0.441346154,0.182437547,,0.350721421,0.260314342,0.138312586,0.42886812,,,0.262486716,0.202749141,0.388344507,0.052238806,0.169194866,,0.24271137,,,0.160883281,0.091858038,39
United States,Montana,2020-08-10,0.219467641,0.191414944,,0.346806791,0.331234257,0.12096635,0.02953168,0.15369898,0.163408913,0.322660099,0.080572963,,0.829370629,,0.371565934,0.159335727,0.165357423,0.621597096,0.0496633,0.365278869,,0.273132664,1,,0.462759463,0.418910457,0.83745583,,,0.398876404,0.598971722,,0.181444992,1,0.29009901,0.208392603,0.052028219,0.49375,,,,0.089072544,0.14715948,0.681596884,0.172131148,0.183579336,0.215182307,0.419753086,0.572131148,0.318532819,0.077526987,,0.1505,0.37788385,,0.119649304,,,0.519480519,0.350342253,0.082331175,0.54245283,0.333024977,0.759303246,0.078181818,0.350482315,0.168800931,0.534883721,0.292407108,,0.377560107,0.229933615,0.873913043,0.324159766,0.732694356,0.151802657,0.545924968,0.295673077,0.382497542,0.732724902,0.080769231,0.464799394,,0.123196448,0.306483301,0.179806362,0.603322949,,,0.377258236,0.139747995,0.350180505,0.244136461,0.590431739,,0.180758017,,,0.400630915,0.204592902,54
United States,Montana,2020-08-17,0.177974948,0.256597774,0.068867388,0.128536783,0.542821159,0.15133736,0.000220386,0.292729592,0.366692729,0.353037767,0.199641898,,0,,0.442307692,0.301166966,0.141398272,0.644283122,,0.38256088,,0.008918618,0.477306003,,0.273504274,0.552285535,1,,,0.464044944,0.627249357,,0.320197044,0.259028643,0.510891089,0.583926031,0.407407407,0.53875,,,,0,0.034907598,0.485881207,0.503415301,0.281365314,0.612074118,0,0.8,0,0.540726202,,0.271,0.391408115,,0.061371841,,,0.600649351,0.164903547,0.540240518,0.387971698,0.428307123,0.140934283,0.586363636,0,0.699650757,0.041226216,0.160743134,,0.57524488,0.725407363,0.57173913,0.235021919,0.405750799,0.45540797,0.698576973,0.037259615,0,0.388526728,0.174038462,0.130961393,,0.371809101,0.425343811,0.118257261,0.339563863,,,,0.05441008,0.618359979,0.10021322,0.171528588,,0.031341108,,,0.312302839,0,53
United States,Montana,2020-08-24,0.162317328,0.340540541,0.063175868,0.830234438,0.085642317,0.15064711,0.033939394,0.366709184,0.360437842,0.346469622,0.36347359,,0.52027972,,0.367445055,0.204667864,0.258837392,0.550816697,0.175084175,0.567949725,,0.303232999,0.733528551,,0.246642247,0.307451472,0.749116608,,,0.211235955,0.59554413,,0.168308703,0.681195517,0.095049505,0.510668563,0.159611993,0.235,,,,0.059687787,0.145106092,0.723466407,0.215846995,0.295664207,0.517632995,0.133853151,1,0.144787645,0.34936212,,0.1035,0.534606205,,0.073749355,,,0.564935065,0.222775358,0,0.220518868,0.314523589,0.278701504,0.186363636,0.327974277,0.230500582,0.335095137,0.30371567,,0.61175423,0.616173808,0.394565217,0.029225524,0.458998935,0.297912713,0.979301423,0.088942308,0.56833825,0.624511082,0.207692308,0.417865254,,0.657047725,0.515717092,0.031120332,0.298026999,,,0.383634431,0.1139748,0.283651367,0.561833689,0.415402567,,0.171282799,,,0.513144059,0.542797495,53
United States,Montana,2020-08-31,0.269311065,0.296343402,0.06659078,0.714632175,0.352644836,0.164106989,0.089256198,0.242346939,0.263487099,0.502463054,0.372426141,,0.748251748,,0.296016484,0.234739677,0.199135899,0.468239564,0.005892256,0.424980361,,0.573021182,0.648609078,,0.212454212,0.299311209,0.479387515,,,0.062921348,0.555269923,,0.253694581,0.565379826,0.379207921,0.3371266,0.21957672,0.46625,,,,0.297979798,0.163586585,0.544303797,0.574453552,0.342250923,0.420203228,0.194931774,0.357377049,0.424710425,0.49656526,,0.1445,0.358790772,,0,,,0.503246753,0.172993155,0.433857539,0.656839623,0.307123034,0.666666667,0.464545455,0.29153269,0.49476135,0.079281184,0.451534733,,0.59839715,0.497284249,0.270652174,0,0.156549521,0.569259962,0.635187581,0.382211538,0.310717797,0.375488918,0.294230769,0.28993187,,0.213096559,0.525540275,0.027662517,0.550363448,,,0.120085016,0.227949599,0.282619907,0,0,,0.014577259,,,0.9106204,0.413361169,54
United States,Montana,2020-09-07,0.254958246,0.330047695,0.145702903,0.295877122,0.411838791,0.154961173,0.006170799,0.168367347,0.448788116,0.445812808,0.194270367,,0.162237762,,0.245879121,0.190754039,0.258444619,0.128856624,0.59006734,0.432835821,,0.782608696,0.922401171,,0.293650794,0.372573575,0.755005889,,,0.548314607,0.589545844,,0.389162562,0.391033624,0.305940594,0.5,0.354497354,0.81375,,,,0.307162534,0.040383299,0.617332035,0.375,0.130073801,0.491332935,0.252761533,0.38852459,0.172779923,0.925417076,,0.234,0.110580748,,0.130995358,,,0,0.227131301,0.311748381,,0.25439408,0.425178147,0.433636364,0.349410504,0.759022119,0.040169133,0,,0.300089047,0.575739288,0.40326087,,0.41001065,0.314990512,0.51228978,0.692307692,0.133726647,0.449804433,0.592307692,0,,0.539400666,0.553045187,0.039419087,0.547248183,,,0.315621679,0.298969072,0.587416194,0.385927505,0.366394399,,0.459183673,,,0.192429022,0.329853862,39
United States,Montana,2020-09-14,0.263048017,0.390143084,0.072282299,0.516572352,0.327455919,0.236755824,0.066115702,0.388392857,0.518373729,0.459770115,0.083258729,,0.261538462,,0.471153846,0.291741472,0.301256874,0.430127042,0.313131313,0.462686567,,0.642140468,0.960468521,,0.146520147,0.510958046,0.478209658,,,0.071910112,0.736075407,,0.069786535,0.134495641,0.39009901,0.240398293,0.425044092,0.47375,,,,0.318181818,0.20807666,0.496592016,0.603142077,0.389298893,0.676628811,0.483430799,0.331147541,0.396718147,0.773307164,,0.3485,0.328560064,,0.115007736,,,0.66991342,0.717485999,0.123034228,0.556603774,0.434782609,0.060965954,0.338181818,0.265809218,0.622817229,0.446088795,0.105008078,,0.690115761,0.37960169,0.642391304,,0.869009585,0.320683112,0.908150065,0.4375,0.309734513,0.290743155,0.547115385,0.221801665,,0.710321865,0.385068762,0,0.549325026,,,0.466524973,0.357961054,0.507478081,0.10554371,0.668611435,,0.366618076,,,0.574132492,0.465553236,45
United States,Montana,2020-09-21,0.225208768,0.514785374,0.008537279,0.540824576,0.544080605,0.289905091,0.048484848,0.434311224,0.371383894,0.24137931,0.074306177,,0.483916084,,0.323489011,0.160682226,0.18735271,0.388384755,0.496632997,0.347996858,,0.109253066,0.610541728,,0.246642247,0.581715717,0.716136631,,,0.312359551,0.541559554,,0.196223317,0.645080946,0.484158416,0.577524893,0.4329806,0.295,,,,0.349403122,0.266255989,0.41090555,0.25273224,0.512915129,0.671249253,0.501624431,0.224590164,0.285714286,0.84592738,,0.324,0.521081941,,0.006704487,,,0.563852814,0.631611699,0.621646623,0.433962264,0.485661425,0.300079177,0.592727273,0.458735263,0.364377183,1,0.184168013,,0.650044524,0.461074231,0.45326087,,0.483493078,0.537001898,0.875808538,0.598557692,0.403146509,0.893089961,0.267307692,0.361090083,,0.876803552,0.596267191,0.098893499,0.886812046,,,0.332624867,0.537800687,0.515729758,0.650319829,0.471411902,,0.247084548,,,0.467928496,0.684759916,117
United States,Montana,2020-09-28,1,0.841971383,0.133750711,0.628132579,0.129722922,0.672821398,0.086280992,0.235331633,0.318217357,0.561576355,0.368845121,,0.560839161,,0,0.304308797,0.362136685,0.366606171,0.345117845,0,,0.522853958,0.74670571,,0.344322344,0.778960551,0.386336867,,,0.157303371,1,,0.206896552,0.663760897,0.432673267,0.479374111,0.408289242,0.40875,,,,0.392102847,0.45174538,0.520934761,0.215846995,0.371771218,0.486551106,0.328135153,0.468852459,0.382239382,0.795878312,,0.5295,0.824184566,,0.190304281,,,0.566017316,0.321095208,0.210915819,0.245283019,0.602220167,0.115597783,0.262727273,0.206859593,0.594877765,0.640591966,0.34006462,,0.535173642,0.496680748,0.861956522,,0.690095847,0.789373814,0.940491591,0.479567308,0.525073746,0.645371578,0.488461538,0.171839516,,0.605993341,0.445972495,0.220608575,0.23364486,,,0.48565356,0.397479954,0.281072718,0.9445629,0.71411902,,0.462099125,,,0.075709779,0.544885177,57
United States,Montana,2020-10-05,0.437108559,1,0.068298236,0.5869038,,0.69732528,0.039669421,0.491709184,0.501172791,1,0.253357207,,0.335664336,,0.098214286,1,0.249018068,0.711433757,0.38973064,0.282010998,,0.416945373,0.426061493,,0.534188034,1,0.713780919,,,0.508988764,0.637532134,,0.425287356,0.123287671,0.717821782,0.531294452,0.253968254,0.685,,,,0.301652893,0.348391513,1,0.451502732,0.44695572,0.75971309,0.274204029,0.608196721,0.226833977,0.591756624,,0.38,0.521877486,,0.107787519,,,0.926406926,0.56316117,0.654949121,0.521226415,0.56706753,0.37925574,0.360909091,0.493033226,0.285215367,0.622621564,0.235864297,,0.249332146,0.582377791,0.439130435,,0.565495208,0.548387097,0.671410091,0.487980769,0.299901672,0.537157757,0.428846154,0.255866768,,0.675915649,0.319253438,0.132780083,0.499480789,,,0.686503719,0.382588774,0.430118618,0.673773987,0.522753792,,0.376093294,,,0.678233438,0.258872651,148
United States,North Dakota,2020-03-16,0.278688525,0.076247689,,0.214814815,0.149206349,0.143199043,0.05764146,0.262403528,0.161073826,0.132467532,0.092511013,0.247018739,0.924581006,0.219013237,0.222844345,0.100664767,0.088592936,0.182648402,0.582774049,0.149090909,1,0.270299145,0.22459893,0.247646633,0.309557775,0.365296804,0.428104575,0,0.0802213,0.466666667,0.299689441,0.436440678,0.045525903,0,0.283604136,0.187878788,0.382389937,0.23381295,0.176180022,0,0.571243523,0.375088464,0.567307692,0,0.391705069,0.035971223,0.080168776,0.119009585,0.091525424,0.357142857,0.550223214,0.29743083,1,0.575679172,0.01092233,0.767482517,0.316989738,0.192340426,0,0.176670442,0.331325301,,0.363031915,0.495307612,0.283982684,0.293563579,0.21460177,0.420110193,0.157287157,0.110258869,0.210300429,0.183796856,0.191268191,,0,0.193650794,0.125966851,0.257364341,0.538361508,0.538461538,0.480192077,0.895502646,0,0,0.098574822,0.951871658,,0.666262136,0.93867121,0.323943662,0.544012688,0.107738998,0.50597177,0.188861985,0.39374425,0.752459016,1,0.086865879,0.308219178,0.374613003,3
United States,North Dakota,2020-03-23,0.656600518,0.326709797,,0.27654321,0.282539683,0.772237734,0.038075093,0.599779493,0,0.231168831,0.814977974,0,0.329608939,0.073405535,0.343784994,0.849952517,0.217139548,0,0.798657718,0.059393939,0.738324022,0.44017094,,0.141202028,0.291012839,0.57469015,0.761437908,0.616875713,0.64868603,1,0.147515528,0.382768362,0.288854003,0.367479675,0.355982275,0.403636364,0.367295597,0.56235012,0.209110867,0.4082397,0.386010363,1,0.576923077,0.380952381,0.112903226,0.670092497,0.184599156,0.198083067,0.517514124,0.560150376,0.621651786,0.257905138,0.547923323,0.161707633,0.231796117,0.564685315,0.267958951,0.350638298,0.075418994,0.103057758,0.273493976,0.198830409,0.281914894,0.600625652,0.294372294,0.240188383,0.476769912,0,0.551226551,0.06903164,0.094420601,0.184401451,0.232848233,,0.956756757,0.263492063,0.201104972,0.386046512,0.746423927,0.431623932,0.339735894,0.548941799,0.359879032,0.535008977,0.539192399,1,0.646201873,0.086165049,0.94548552,0.61443662,0.425059477,0,1,0.44188862,0.224471021,0.363934426,0.410915819,0.200833912,0.238013699,0.049535604,14
United States,North Dakota,2020-03-30,0.371872304,0.184842884,0.092145015,0.344444444,,0.553250897,0.028979376,0.315325248,0.666666667,0.14025974,0.488986784,0.408858603,1,0.028880866,0.179171333,0.276353276,0.289519398,0.118721461,0.65212528,0.246060606,0.421005587,0.455128205,,0.105720492,0,0.415525114,0.333333333,0.224629418,0.009681881,0.035087719,0.462732919,0.213276836,0,0.102439024,0.449039882,0.420606061,0.178616352,0.840527578,0.124588364,0.416666667,0.278497409,0.491153574,0.419471154,0.179487179,0.255760369,0.305241521,0.280590717,0.229233227,0.299435028,0.580827068,0.963169643,0.111660079,0.619808307,0.723156533,0.529126214,0.298951049,0.347776511,0.428085106,0.113594041,0.258210646,0.339156627,0,0.32712766,0.458811262,0.329004329,0.472527473,0.542035398,0.337465565,0.617604618,0,0.685264664,0.314389359,0.226611227,,0.335135135,0.695238095,0.259668508,0.83255814,0.617685306,0.098290598,0.225690276,0.156084656,1,0.31059246,0.448931116,0.778074866,0.322580645,0.39684466,0.724588302,0.617957746,0.276764473,0.017450683,0.541802389,0.204600484,0.292548298,0.536065574,0.256984274,0.255733148,0.178082192,0.263157895,14
United States,North Dakota,2020-04-06,0.354616048,0.015711645,0.166163142,0.601234568,0.022222222,0.194256083,0.039978847,0.239250276,0.55033557,0,0.574155653,0.562180579,0.656424581,0.262334537,0,0.914529915,0.322524609,0.181126332,0.379194631,0.28969697,0.258324022,0.413461538,0.367201426,0.128167994,,0.2987606,0.406862745,0.220068415,0.453665284,0.107017544,0.538819876,0.557909605,0.422291994,0.523577236,0.268833087,0.054545455,0.155974843,0.53117506,0.227771679,0.4082397,0.160621762,0.379334749,0.131009615,0.507936508,0.069124424,0.432682425,0.4092827,0,0.18079096,0.483082707,0.7421875,0.267786561,0.463258786,0.460543338,0.344660194,,0.41277081,0.402553191,0.29981378,0.458663647,0.268674699,0.16374269,0.458776596,0.372262774,0.387012987,0.80533752,0.586283186,0.183195592,0.76046176,0.115052733,0.359084406,0.187424426,0.265072765,,0.513513514,0.034920635,0.564640884,0.620155039,,0,0.350540216,0.25,0.064516129,0.312387792,0.325415677,0.330213904,0.396462019,0.430825243,0.238500852,0,0.287866772,0.066009105,0.161780673,0.386198547,0.187672493,0.518032787,0.124699352,0.458651842,0.359589041,0.541795666,8
United States,North Dakota,2020-04-13,0.125970664,,0.407854985,0.158024691,0,0.251695253,0.032681121,0.353914002,0.364653244,0.402597403,0.656387665,1,0.575418994,0.401925391,0.039193729,0.818613485,0.19224088,0.315068493,0.255033557,0.544242424,0.122458101,0.521367521,0.299465241,0.077480087,0.285306705,0.427919113,0.473856209,0.497149373,0.278008299,0.684210526,0.212732919,0.264124294,0.189952904,0.58699187,1,0,0.309433962,0.438848921,0.242041712,1,0.452072539,0.417551309,0.055288462,0.10989011,0.171658986,0.387461459,0.327004219,0.085463259,0.6,0.511278195,0.431919643,0.321146245,0.21884984,0.518758085,0.606796117,,0.207525656,0.12,0.218808194,0.328425821,0.430722892,0.233918129,0.075797872,0.310740355,0.423376623,0.637362637,0.534292035,0.214876033,0.541125541,0.006711409,0.449213162,0.416565901,0.260914761,,0.106306306,0.234920635,0.533701657,0.694573643,1,0.12962963,0.30972389,0.623015873,0.237903226,0.371633752,0.067695962,0.338235294,0.378772112,0.484223301,0.482112436,0.568661972,0.065027756,0.258725341,0.225841477,0.257869249,0.389144434,0.959016393,0.155411656,0.287699792,0.217465753,0.024767802,12
